accountName,action,image,album,Logfile/Deployment,request,session,severity,timeMs,user,query,photo,serverHost,page,region,serverIP
default,,,,/var/log/web-log,x684453571,,3,811,u140199,,,web-3,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x958832788,,3,14,,,,appserver-8,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x606679986,,3,522,u8673890,,,appserver-6,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x606679986,,3,393,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x606679986,,3,529,,,,web-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x606679986,,3,530,u8673890,,,web-7,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x958832788,,3,85,,SELECT,,appserver-8,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x958832788,,3,4,,SELECT,,appserver-8,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x347435862,,3,2,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x739097291,,3,10,,,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x739097291,,3,2,,,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x739097291,,3,12,u8704782,,a1911153,appserver-5,photo,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x739097291,,3,22,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x739097291,,3,23,u8704782,,,web-5,photo,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x347435862,,3,202,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x958832788,,3,279,,SELECT,,appserver-8,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x958832788,,3,62,,SELECT,,appserver-8,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x958832788,,3,444,u8704782,,,appserver-8,profile,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x958832788,,3,448,,,,web-4,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x958832788,,3,449,u8704782,,,web-4,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x347435862,,3,88,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x347435862,,3,42,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x347435862,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x347435862,,3,337,u888521,,,appserver-6,profile,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x347435862,,3,342,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x347435862,,3,343,u888521,,,web-5,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x572497983,,3,10,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x572497983,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x572497983,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x572497983,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x572497983,,3,95,u9923273,,,appserver-6,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x572497983,,3,76,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x572497983,,3,101,,,,web-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x572497983,,3,102,u9923273,,,web-7,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x190323120,,3,9,,,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x190323120,,3,11,,,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x190323120,,3,20,u2273922,,a9261924,appserver-2,photo,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x190323120,,3,30,,,,web-6,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x190323120,,3,31,u2273922,,,web-6,photo,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x381211872,,3,843,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x381211872,,3,4,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x381211872,,3,3,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x381211872,,3,1102,u8704782,,,appserver-3,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x381211872,,3,246,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x381211872,,3,1108,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x381211872,,3,1109,u8704782,,,web-5,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x334365077,,3,2,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x334365077,,3,4,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x334365077,,3,6,u7685397,,,appserver-6,friends,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x334365077,,3,9,,,,web-4,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x334365077,,3,10,u7685397,,,web-4,friends,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x571966854,,3,11,,,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x571966854,,3,4,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,a8642684,/var/log/appserver-log,x571966854,,3,15,u7047554,,,appserver-3,album,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x571966854,,3,18,,,,web-1,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x571966854,,3,19,u7047554,,,web-1,album,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x136442194,,3,7,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x205208545,,3,2,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x205208545,,3,4,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,a688834,/var/log/appserver-log,x205208545,,3,6,u8704782,,,appserver-6,album,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x205208545,,3,10,,,,web-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x205208545,,3,11,u8704782,,,web-7,album,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x773494357,,3,12,,,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x773494357,,3,55,,SELECT,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x136442194,,3,450,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x136442194,,3,4,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x136442194,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x136442194,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x136442194,,3,467,u9442795,,,appserver-6,profile,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x136442194,,3,472,,,,web-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x136442194,,3,473,u9442795,,,web-7,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x200611991,,3,9,,,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x200611991,,3,16,,,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x200611991,,3,25,u4346858,,a681585,appserver-5,photo,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x200611991,,3,32,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x200611991,,3,33,u4346858,,,web-5,photo,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x153326806,,3,26,,,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x153326806,,3,4,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x773494357,,3,354,,SELECT,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x773494357,,3,4,,SELECT,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x773494357,,3,428,u681585,,,appserver-5,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x773494357,,3,3,,SELECT,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x773494357,,3,431,,,,web-6,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x773494357,,3,432,u681585,,,web-6,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x903370674,,3,2,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x903370674,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x903370674,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x903370674,,3,79,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x530686070,,3,2,,,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x861075718,,3,12,,,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x861075718,,3,3,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,a4677450,/var/log/appserver-log,x861075718,,3,15,u4677450,,,appserver-3,album,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x861075718,,3,20,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x861075718,,3,21,u4677450,,,web-5,album,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x530686070,,3,190,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x530686070,,3,3,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x903370674,,3,363,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x903370674,,3,450,u4291161,,,appserver-6,profile,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x903370674,,3,455,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x903370674,,3,456,u4291161,,,web-5,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x750003724,,3,2,,,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x992682943,,3,2,,,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x750003724,,3,186,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x750003724,,3,3,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x750003724,,3,4,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x750003724,,3,3,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x750003724,,3,198,u3826461,,,appserver-2,profile,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x750003724,,3,204,,,,web-8,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x750003724,,3,205,u3826461,,,web-8,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x530686070,,3,416,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x530686070,,3,4,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x530686070,,3,615,u3066132,,,appserver-7,home,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x530686070,,3,619,,,,web-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x530686070,,3,620,u3066132,,,web-7,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x153326806,,3,948,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x564911220,,3,5,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x564911220,,3,4,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x992682943,,3,184,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x564911220,,3,44,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x153326806,,3,155,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x153326806,,3,1137,u8704782,,,appserver-3,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x153326806,,3,4,,SELECT,,appserver-3,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x153326806,,3,1141,,,,web-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x153326806,,3,1142,u8704782,,,web-7,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x928757951,,3,17,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x928757951,,3,2,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x928757951,,3,19,u8704782,,a2825920,appserver-6,photo,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x928757951,,3,24,,,,web-8,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x928757951,,3,25,u8704782,,,web-8,photo,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x992682943,,3,283,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,fetchRecord,,,/var/log/imageserver-log,x152545664,,3,2,,,,image-1,,us-west-2,34.199.133.18
default,serveImage,p8704782,,/var/log/imageserver-log,x152545664,,3,34,,,,image-1,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x152545664,,3,36,u8704782,,,web-6,image,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x152545664,,3,36,,,,web-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x564911220,,3,411,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x671012279,,3,2,,,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x396929809,,3,11,,,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x964251536,,3,2,,,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x964251536,,3,3,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x964251536,,3,4,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x992682943,,3,541,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x671012279,,3,500,,SELECT,,appserver-5,,us-west-2,34.199.133.18
default,,,a8704782,/var/log/appserver-log,x671012279,,3,502,u128453,,,appserver-5,album,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x209186696,,3,8,,,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x992682943,,3,1163,u727381,,,appserver-7,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x992682943,,3,153,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x671012279,,3,514,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x671012279,,3,515,u128453,,,web-5,album,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x992682943,,3,1172,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x992682943,,3,1173,u727381,,,web-5,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x564911220,,3,1057,u8704782,,,appserver-6,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x564911220,,3,593,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x564911220,,3,1061,,,,web-4,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x564911220,,3,1062,u8704782,,,web-4,profile,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x209186696,,3,113,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x209186696,,3,121,u2650333,,,appserver-2,friends,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x209186696,,3,126,,,,web-6,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x209186696,,3,127,u2650333,,,web-6,friends,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x982286314,,3,6,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x982286314,,3,3,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x982286314,,3,4,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x982286314,,3,4,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x396929809,,3,515,u9264950,,,appserver-5,timeline,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x396929809,,3,504,,SELECT,,appserver-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x396929809,,3,520,,,,web-5,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x396929809,,3,521,u9264950,,,web-5,timeline,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x54329193,,3,6,,,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x964251536,,3,614,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x718674485,,3,6,,,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x718674485,,3,79,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,a5883055,/var/log/appserver-log,x718674485,,3,85,u9470953,,,appserver-6,album,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x718674485,,3,88,,,,web-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x718674485,,3,89,u9470953,,,web-7,album,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x244167044,,3,4,,,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x982286314,,3,524,u4283369,,,appserver-6,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x982286314,,3,507,,SELECT,,appserver-6,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x982286314,,3,529,,,,web-4,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x982286314,,3,530,u4283369,,,web-4,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x54329193,,3,394,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,a445054,/var/log/appserver-log,x54329193,,3,400,u8704782,,,appserver-2,album,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x54329193,,3,405,,,,web-7,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x54329193,,3,406,u8704782,,,web-7,album,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x244167044,,3,110,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x244167044,,3,34,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x244167044,,3,3,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x244167044,,3,4,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x244167044,,3,155,u6111523,,,appserver-2,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x823240901,,3,8,,,,appserver-4,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x244167044,,3,161,,,,web-3,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x823240901,,3,12,u1047479,,,appserver-4,friends,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x823240901,,3,4,,SELECT,,appserver-4,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x244167044,,3,162,u6111523,,,web-3,home,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x823240901,,3,15,,,,web-1,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x823240901,,3,16,u1047479,,,web-1,friends,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x964251536,,3,365,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x964251536,,3,988,u8704782,,,appserver-2,home,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x964251536,,3,993,,,,web-8,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x964251536,,3,994,u8704782,,,web-8,home,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x965316772,,3,5,,,,appserver-8,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x965316772,,3,68,,SELECT,,appserver-8,,us-west-2,34.199.133.18
default,,,a6455911,/var/log/appserver-log,x965316772,,3,73,u4677450,,,appserver-8,album,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x965316772,,3,78,,,,web-6,,us-west-2,34.199.133.18
default,,,,/var/log/web-log,x965316772,,3,79,u4677450,,,web-6,album,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x763192638,,3,2,,,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x763192638,,3,150,,SELECT,,appserver-2,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x428178193,,3,8,,,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x428178193,,3,4,,SELECT,,appserver-7,,us-west-2,34.199.133.18
default,,,,/var/log/appserver-log,x428178193,,3,56,,SELECT,,appserver-7,,us-west-2,34.199.133.18
