ClientIP,action,appclass,appname,client.ip,client.public_ip,client.transactiontime,clientpublicIP,clienttranstime,contenttype,dataSource.category,dataSource.name,dataSource.vendor,datetime,department,device.hostname,device.location,device.name,devicehostname,deviceowner,dlp.dict,dlp.engine,dlpdictionaries,dlpengine,event.type,event_id,file.class,file.security_descriptor,file.type,fileclass,filetype,hostname,http_request.length,http_response.length,httprequest.http_method,location,message,monitor,network_activity.activity_id,network_activity.app_name,network_activity.class_name,network_activity.severity,network_activity.status,network_activity.status_detail,network_activity.time,network_activity.type_name,network_connection_info.protocol_name,network_endpoint.dst_ip,network_traffic.bytes,pagerisk,policy.action_name,product,product.vendor_name,protocol,reason,refererURL,requestmethod,requestsize,responsesize,serverip,session,severity,status,thread,threatcategory,threatclass,threatname,timestamp,transactionsize,unscannabletype,url,url.categories,url.class,url.referer_url,url.resource_type,url.text,urlcategory,urlclass,urlsupercategory,user,user.department,user.email_addr,user.user_agent,useragent,vendor,vulnerability_details.category,vulnerabilitydetails.class,vulnerabilitydetails.title,weblog
172.16.0.8,Allowed,General Browsing,Microsoft Azure,192.0.2.9,172.16.0.2,3,203.0.113.7,6,text/html,security,ZScaler,ZScaler,2024-01-28 10:01:43,MYFqYTi%14oeUBteGMjx,GW-FW03-STAGE,EU-WEST-2,GW-FW03-STAGE,-,Orion Lightningstrike,USJC,ekyM,-,AjYp,text/html,4564363,None,Mrra,None,None,None,FW-EX01-DEV,099,796,GET,EU-WEST-2,-,agentSyslog,7329180026906083329,General Browsing,General Browsing,0,200,Allowed,2024-01-28 10:01:43,text/html,HTTP,198.51.100.6,395,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.ideapalooza.foundation,GET,769,163,198.51.100.7,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533213146880,976,-,https://www.quantalin.analytics,User-defined,Bandwidth Loss,https://www.innovoid.space,SSL Bypass,https://www.awesomium.awesome,SSL Bypass,Bandwidth Loss,User-defined,Thunder Hammerstrike,mZJdAKx%58pzyiCUvQYR,lisa.brown@nonexistentmail.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
192.168.0.1,Allowed,Streaming Media,Snowflake,10.0.0.2,172.16.0.3,39,198.51.100.7,86,text/html,security,ZScaler,ZScaler,2024-01-28 16:21:04,fVUYqS%91boXQZ,LB-LOAD02-DR,ME-SOUTH-1,SRV-WEB02-QA,-,Zephyr Blaze,rMaM,mjMi,-,RkYH,text/html,4564363,None,ALRX,None,None,None,APP-APP01-PROD,1027,748,GET,AF-SOUTH-1,-,agentSyslog,7329277785262260225,Pandora,Streaming Media,10,200,Allowed,2024-01-28 16:21:04,text/html,HTTPS,192.168.1.1,2714,10,Allowed,NSS,Zscaler,HTTPS,Allowed,https://www.ideapalooza.foundation,GET,8269,154,198.51.100.9,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533213146880,3506,-,https://www.awesomium.awesome,Entertainment/Recreation,Bandwidth Loss,https://www.innovoid.space,Music and Audio Streaming,https://www.synaptogen.synapse,Music and Audio Streaming,Bandwidth Loss,Entertainment/Recreation,Venus Starlight,ZsrkLQ%40XUQPR,lisa.brown@example.com,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Zscaler,-,-,-,True
192.168.1.1,Allowed,General Browsing,ZenDesk,172.16.0.3,203.0.113.7,25,10.0.0.2,11,text/html,security,ZScaler,ZScaler,2024-01-28 05:01:49,foqZxna%35WevGyhQGJe,FW-EX01-DEV,EU-CENTRAL-1,DB-SQL03-TEST,-,Zara Midnightshadow,hrqR,oPzO,-,AznX,text/html,3457345,None,Bndr,None,None,None,CLUSTER-DB05-INT,245,863,GET,ME-SOUTH-1,-,agentSyslog,7329102743210754051,General Browsing,General Browsing,0,200,Allowed,2024-01-28 05:01:49,text/html,HTTP,10.0.0.3,246,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.flimflam.biz,GET,564,459,192.0.2.7,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533213146880,406,-,https://www.disruptionista.rebel,User-defined,Bandwidth Loss,https://www.flimflam.biz,SSL Bypass,https://www.imaginariumlabs.io,SSL Bypass,Bandwidth Loss,User-defined,Draven Nightshade,mnKYVuY%85bfCDjQWnhv,daniel.ward@virtualmail.io,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Zscaler,-,-,-,True
192.168.1.1,Allowed,Webmail,Google Workspace,10.0.0.4,198.51.100.8,23967,192.168.0.8,23211,Other,security,ZScaler,ZScaler,2024-01-28 12:47:30,UcynrQR%92AZfznYtfgH,FW-PALOALT02-SEC,AP-CENTRAL-1,DB-SQL03-TEST,-,Seraphina Dragonheart,KOHK,ZPwC,-,PaaY,Other,6456456,None,ZYwC,None,None,None,FW-PALOALT02-SEC,0055,0322,NA,AP-EAST-1,-,agentSyslog,7329222749598777346,Outlook (Office 365),Webmail,0,NA,Allowed,2024-01-28 12:47:30,Other,SSL,192.168.0.2,59829,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.innovoid.space,NA,1648,6365,192.0.2.1,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500533213146880,19319,-,https://www.quantalin.analytics,Internet Communication,Business Use,https://www.ideapalooza.foundation,Webmail,https://www.imaginariumlabs.io,Webmail,Business Use,Internet Communication,Draven Nightshade,KUuTjZc%26VFyMbcafSh,bob.jones@fakecorp.net,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Zscaler,-,-,-,True
127.0.0.1,Allowed,General Browsing,Atlassian,192.0.2.2,192.168.0.7,427295,172.16.0.2,053710,Other,security,ZScaler,ZScaler,2024-01-28 15:47:42,vvRVckb%54CiXgoMkZOa,CLUSTER-DB05-INT,US-WEST-1,LB-LOAD02-DR,-,Ragnarok Shadowblade,liJa,dZFI,-,jlXQ,Other,3457345,None,gSpc,None,None,None,SRV-WEB02-QA,0055,1812,NA,EU-NORTH-1,-,agentSyslog,7329269186008645634,General Browsing,General Browsing,0,NA,Allowed,2024-01-28 15:47:42,Other,SSL,172.16.0.6,8762,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.innovoid.space,NA,2812,2232,198.51.100.5,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500533213146880,7856,-,https://www.flimflam.biz,User-defined,Bandwidth Loss,https://www.disruptionista.rebel,SSL Bypass,https://www.flimflam.biz,SSL Bypass,Bandwidth Loss,User-defined,Zephyr Blaze,vKKQFGJ%34mUccldngiU,mark.miller@yourtestmail.biz,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.54 Safari/537.36 Edg/91.0.864.54","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
10.0.0.4,Allowed,General Browsing,Slack,172.16.0.7,10.0.0.8,2,172.16.0.4,3,text/plain,security,ZScaler,ZScaler,2024-01-28 17:05:07,yHVQtlUtd,LB-LOAD02-DR,EU-EAST-1,APP-APP01-PROD,-,Draven Nightshade,EePH,cZjg,-,EjwU,text/plain,1231123,None,hLRZ,None,None,None,CLUSTER-DB05-INT,5697,550,GET,EU-CENTRAL-1,-,agentSyslog,7329289136364126217,General Browsing,General Browsing,0,200,Allowed,2024-01-28 17:05:07,text/plain,HTTPS,10.0.0.7,2045,0,Allowed,NSS,Zscaler,HTTPS,Allowed,https://www.imaginariumlabs.io,GET,8493,362,192.168.1.1,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533213146880,9451,-,https://www.synaptogen.synapse,Business and Economy,Business Use,https://www.imaginariumlabs.io,Corporate Marketing,https://www.innovoid.space,Corporate Marketing,Business Use,Business and Economy,Draven Nightshade,MFTjXQNtD,mike.anderson@mytestmail.org,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 EdgA/91.0.864.54","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 EdgA/91.0.864.54",Zscaler,-,-,-,True
198.51.100.7,Allowed,General Browsing,DocuSign,192.0.2.3,192.0.2.9,41,192.168.0.2,76,Other,security,ZScaler,ZScaler,2024-01-28 17:07:16,RjCMtXm%47IGcxZoLwrs,NAS-STOR01-UAT,AP-CENTRAL-1,APP-APP01-PROD,-,Draven Nightshade,yMrU,tEOr,-,VODU,Other,1231123,None,RkRE,None,None,None,SRV-WEB02-QA,0262,43,POST,AF-SOUTH-1,-,agentSyslog,7329289690356449281,General Browsing,General Browsing,0,200,Allowed,2024-01-28 17:07:16,Other,HTTPS,10.0.0.7,0076,0,Allowed,NSS,Zscaler,HTTPS,Allowed,https://www.synaptogen.synapse,POST,3370,78,198.51.100.3,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533213146880,1242,-,https://www.intellisphere.smart,Business and Economy,Business Use,https://www.intellisphere.smart,Professional Services,https://www.intellisphere.smart,Professional Services,Business Use,Business and Economy,Thunder Hammerstrike,lsvkEax%66KltJaBuxwR,daniel.ward@virtualmail.io,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/89.0",Zscaler,-,-,-,True
203.0.113.0,Allowed,General Browsing,Adobe Creative Cloud,172.16.0.4,203.0.113.4,30,198.51.100.1,15,text/html,security,ZScaler,ZScaler,2024-01-28 17:31:56,kFJeLaP%91FvsfDrmbGf,SRV-WEB02-QA,AP-SOUTHEAST-2,CLUSTER-DB05-INT,-,Zephyr Blaze,CJgu,Kgql,-,SAak,text/html,3453455,None,PWxE,None,None,None,VM-DEV04-APP,634,362,GET,AP-SOUTHEAST-1,-,agentSyslog,7329296047033810946,General Browsing,General Browsing,0,200,Allowed,2024-01-28 17:31:56,text/html,HTTP,192.0.2.4,629,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.innovoid.space,GET,299,309,192.0.2.3,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533213146880,668,-,https://www.imaginariumlabs.io,User-defined,Bandwidth Loss,https://www.synaptogen.synapse,SSL Bypass,https://www.imaginariumlabs.io,SSL Bypass,Bandwidth Loss,User-defined,Blaze Thunderstrike,FGkyQHI%54yurEwRPVCS,jessica.clark@mockmailing.org,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Zscaler,-,-,-,True
192.168.0.7,Allowed,WebSearch,Oracle Cloud,192.168.0.1,203.0.113.2,32,172.16.0.4,46,Other,security,ZScaler,ZScaler,2024-01-28 10:23:35,CbWLCJi%81LepzgSJdvg,FW-PALOALT02-SEC,US-WEST-1,LB-LOAD02-DR,-,Ignatius Inferno,MGkn,oNYv,-,kDWU,Other,3453455,None,VCKa,None,None,None,VM-DEV04-APP,056,561,GET,US-WEST-2,-,agentSyslog,7329185662141005826,Google Search,WebSearch,0,204,Allowed,2024-01-28 10:23:35,Other,HTTP,1.1.1.1,222,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.synaptogen.synapse,GET,726,395,172.16.0.9,log_session_5851206930156167106,3,204,log_8,None,None,None,1706500533213146880,842,-,https://www.disruptionista.rebel,Information Technology,Business Use,https://www.imaginariumlabs.io,Web Search,https://www.innovoid.space,Web Search,Business Use,Information Technology,Luna Moonshadow,XLqJzuD%62NreVQXgCiT,chris.martin@sampleco.co,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
192.0.2.2,Allowed,General Browsing,Slack,172.16.0.1,203.0.113.4,01,198.51.100.5,15,text/html,security,ZScaler,ZScaler,2024-01-28 02:33:29,IDwqXXm%74sCNiwQpznW,GW-FW03-STAGE,AF-SOUTH-1,APP-APP01-PROD,-,Orion Lightningstrike,LGem,YEBG,-,wwXU,text/html,6456456,None,GhFf,None,None,None,NAS-STOR01-UAT,890,684,GET,AP-SOUTHEAST-1,-,agentSyslog,7329064518231785474,General Browsing,General Browsing,0,200,Allowed,2024-01-28 02:33:29,text/html,HTTP,127.0.0.1,856,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.disruptionista.rebel,GET,411,045,198.51.100.2,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533213146880,440,-,https://www.awesomium.awesome,User-defined,Bandwidth Loss,https://www.innovoid.space,SSL Bypass,https://www.ideapalooza.foundation,SSL Bypass,Bandwidth Loss,User-defined,Zephyr Blaze,ZRwsQIe%37ZyfpMWFNDW,kevin.green@placeholderemail.co,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Zscaler,-,-,-,True
192.168.0.6,Allowed,Sales and Marketing,Box,172.16.0.8,203.0.113.6,251,203.0.113.4,196,Other,security,ZScaler,ZScaler,2024-01-28 11:08:31,lVafdYARNoX,GW-FW03-STAGE,US-EAST-1,GW-FW03-STAGE,-,Zara Midnightshadow,ONwg,SHuD,-,xKCk,Other,6456456,None,klCu,None,None,None,FW-PALOALT02-SEC,3509,711,POST,AP-EAST-1,-,agentSyslog,7329197240914870282,Criteo,Sales and Marketing,0,204,Allowed,2024-01-28 11:08:31,Other,HTTPS,203.0.113.5,0915,0,Allowed,NSS,Zscaler,HTTPS,Allowed,https://www.disruptionista.rebel,POST,4270,115,192.168.0.2,log_session_5851206930156167106,3,204,log_8,None,None,None,1706500533213146880,8221,-,https://www.intellisphere.smart,Business and Economy,Business Use,https://www.awesomium.awesome,Corporate Marketing,https://www.disruptionista.rebel,Corporate Marketing,Business Use,Business and Economy,Crimson Tempest,MRsmmukuKpm,kevin.green@placeholderemail.co,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.54 Safari/537.36 Edg/91.0.864.54",Zscaler,-,-,-,True
10.0.0.9,Allowed,IT Services,Oracle Cloud,203.0.113.1,10.0.0.3,208,203.0.113.0,129,Other,security,ZScaler,ZScaler,2024-01-28 19:13:02,VIHHCFbTFrn,APP-APP01-PROD,US-EAST-1,SRV-WEB02-QA,-,Zephyr Blaze,kOoA,MkFu,-,gLVv,Other,6456456,None,iSeZ,None,None,None,CLUSTER-DB05-INT,2657,40341,NA,EU-EAST-1,-,agentSyslog,7329322100783448067,Microsoft Login Services,IT Services,0,NA,Allowed,2024-01-28 19:13:02,Other,SSL,198.51.100.5,40896,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.disruptionista.rebel,NA,0283,61592,192.168.0.5,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500533228770560,41623,-,https://www.synaptogen.synapse,User-defined,Bandwidth Loss,https://www.flimflam.biz,SSL Bypass,https://www.innovoid.space,SSL Bypass,Bandwidth Loss,User-defined,Xena Nebulosa,nEppMurZQpI,daniel.ward@virtualmail.io,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Zscaler,-,-,-,True
192.0.2.9,Allowed,General Browsing,Cloudflare,10.0.0.6,10.0.0.7,953,203.0.113.6,014,Other,security,ZScaler,ZScaler,2024-01-28 15:19:26,DyVVEQL%17gwsdHGTWwl,SRV-WEB02-QA,EU-WEST-1,VM-DEV04-APP,-,Blaze Thunderstrike,vubB,HLQO,-,wWju,Other,4564363,None,fUjK,None,None,None,LB-LOAD02-DR,68044,47,POST,US-EAST-2,-,agentSyslog,7329261901696139267,General Browsing,General Browsing,0,200,Allowed,2024-01-28 15:19:26,Other,HTTPS,192.0.2.4,25089,0,Allowed,NSS,Zscaler,HTTPS,Allowed,https://www.disruptionista.rebel,POST,10787,75,192.168.0.6,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533228770560,21861,-,https://www.quantalin.analytics,Business and Economy,Business Use,https://www.intellisphere.smart,Professional Services,https://www.disruptionista.rebel,Professional Services,Business Use,Business and Economy,Orion Lightningstrike,HUzNZuS%85AObGsSiXXq,bob.jones@fakecorp.net,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 YaBrowser/21.6.4 Yowser/2.5 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
10.0.0.5,Allowed,Hosting Providers,Salesforce,10.0.0.8,203.0.113.7,8479,10.0.0.2,8964,Other,security,ZScaler,ZScaler,2024-01-28 12:49:10,vpMFICm%75mZmUJomavW,SRV-WEB02-QA,US-WEST-1,VM-DEV04-APP,-,Nebula Stardust,hHTP,Sfrb,-,JueL,Other,6456456,None,YOXf,None,None,None,NAS-STOR01-UAT,2841,4396,NA,US-EAST-1,-,agentSyslog,7329223178731126785,Printer Cloud,Hosting Providers,0,NA,Allowed,2024-01-28 12:49:10,Other,SSL,10.0.0.2,9099,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.innovoid.space,NA,1691,9024,10.0.0.3,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500533228770560,3652,-,https://www.ideapalooza.foundation,Business and Economy,Business Use,https://www.intellisphere.smart,Professional Services,https://www.awesomium.awesome,Professional Services,Business Use,Business and Economy,Ragnarok Shadowblade,MiBvLjI%94wfXwsQczWQ,alice.smith@example.org,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
203.0.113.2,Allowed,General Browsing,Twilio,10.0.0.5,203.0.113.8,69,172.16.0.2,91,application/vnd_ms_cab_compressed,security,ZScaler,ZScaler,2024-01-28 16:44:29,pqLxFHY%98EIOFHFGxSh,APP-APP01-PROD,SA-EAST-1,NAS-STOR01-UAT,-,Ragnarok Shadowblade,eBIK,urGM,-,cGot,application/vnd_ms_cab_compressed,6456456,Archive Files,GQBZ,Cab Archive,Archive Files,Cab Archive,FW-PALOALT02-SEC,008,6099,GET,EU-SOUTH-1,-,agentSyslog,7329283818852057095,General Browsing,General Browsing,0,200,Allowed,2024-01-28 16:44:29,application/vnd_ms_cab_compressed,HTTP,192.0.2.1,5778,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.disruptionista.rebel,GET,005,6547,172.16.0.3,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533228770560,8213,-,https://www.disruptionista.rebel,User-defined,Bandwidth Loss,https://www.awesomium.awesome,SSL Bypass,https://www.disruptionista.rebel,SSL Bypass,Bandwidth Loss,User-defined,Phoenix Emberstorm,ODdTqEv%95KvsHTLHFdY,anna.hall@custommail.io,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/89.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/89.0",Zscaler,-,-,-,True
198.51.100.7,Allowed,General Browsing,Slack,192.0.2.7,8.8.8.8,54,203.0.113.6,28,text/plain,security,ZScaler,ZScaler,2024-01-28 13:30:01,whibYoN%79meNMfSbmvT,APP-APP01-PROD,EU-NORTH-1,APP-APP01-PROD,-,Venus Starlight,Urxl,FwPL,-,FuUs,text/plain,6456456,None,RBnt,None,None,None,APP-APP01-PROD,871,701,GET,AP-NORTHEAST-1,-,agentSyslog,7329233705765699587,General Browsing,General Browsing,0,200,Allowed,2024-01-28 13:30:01,text/plain,HTTP,192.168.1.1,594,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.intellisphere.smart,GET,761,005,192.168.0.9,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533228770560,224,-,https://www.imaginariumlabs.io,Internet Communication,Business Use,https://www.innovoid.space,Internet Services,https://www.awesomium.awesome,Internet Services,Business Use,Internet Communication,Xena Nebulosa,poJbbUa%95vfJPtFvkDa,mike.anderson@mytestmail.org,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.54 Safari/537.36 Edg/91.0.864.54",Zscaler,-,-,-,True
172.16.0.8,Allowed,General Browsing,Snowflake,198.51.100.4,203.0.113.1,00,10.0.0.8,69,text/plain,security,ZScaler,ZScaler,2024-01-28 07:00:46,mMbpoNN%00EzuPONfTSR,APP-APP01-PROD,US-WEST-1,VM-DEV04-APP,-,Xena Nebulosa,cQTs,Oetp,-,WxPd,text/plain,5234242,None,Hfbe,None,None,None,VM-DEV04-APP,168,226,GET,EU-EAST-1,-,agentSyslog,7329133396328644610,General Browsing,General Browsing,0,200,Allowed,2024-01-28 07:00:46,text/plain,HTTP,10.0.0.3,095,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.ideapalooza.foundation,GET,734,613,192.0.2.7,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533228770560,599,-,https://www.disruptionista.rebel,Internet Communication,Business Use,https://www.disruptionista.rebel,Internet Services,https://www.synaptogen.synapse,Internet Services,Business Use,Internet Communication,Draven Nightshade,OhEBHwX%05wqatOqpNTY,emily.white@dummyemail.biz,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90",Zscaler,-,-,-,True
172.16.0.1,Allowed,General Browsing,DocuSign,8.8.8.8,192.168.0.5,540,192.168.0.8,954,text/xml,security,ZScaler,ZScaler,2024-01-28 02:11:47,SHCTRqs%78jsbCY,FW-PALOALT02-SEC,US-WEST-2,FW-EX01-DEV,-,Ragnarok Shadowblade,EgHh,XjXQ,-,TJbF,text/xml,2342342,None,mrTs,None,None,None,NAS-STOR01-UAT,4587,865,POST,AP-SOUTHEAST-2,-,agentSyslog,7329058926010105872,General Browsing,General Browsing,0,200,Allowed,2024-01-28 02:11:47,text/xml,HTTP,203.0.113.3,9536,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.synaptogen.synapse,POST,3019,399,10.0.0.3,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533228770560,9371,-,https://www.awesomium.awesome,Business and Economy,Business Use,https://www.quantalin.analytics,Corporate Marketing,https://www.intellisphere.smart,Corporate Marketing,Business Use,Business and Economy,Luna Moonshadow,IOLvvYa%37ndhnL,john.doe@acme.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/89.0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 YaBrowser/21.6.4 Yowser/2.5 Safari/537.36",Zscaler,-,-,-,True
203.0.113.7,Allowed,General Browsing,Dropbox,198.51.100.8,1.1.1.1,904,10.0.0.1,614,Other,security,ZScaler,ZScaler,2024-01-28 05:33:44,LTcAFxa%54lptySUTlnP,LB-LOAD02-DR,US-WEST-2,SRV-WEB02-QA,-,Venus Starlight,bgND,NGhP,-,SrgB,Other,1231123,None,AWrD,None,None,None,FW-PALOALT02-SEC,1686,912,POST,AP-NORTHEAST-2,-,agentSyslog,7329110968402706434,General Browsing,General Browsing,0,200,Allowed,2024-01-28 05:33:44,Other,HTTPS,10.0.0.3,3002,0,Allowed,NSS,Zscaler,HTTPS,Allowed,https://www.disruptionista.rebel,POST,6765,301,127.0.0.1,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500533228770560,2282,-,https://www.intellisphere.smart,Business and Economy,Business Use,https://www.disruptionista.rebel,Professional Services,https://www.intellisphere.smart,Professional Services,Business Use,Business and Economy,Crimson Tempest,XSSLHVB%88aZWHGmhyKV,alice.smith@example.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/89.0",Zscaler,-,-,-,True
