correlationId,description,dhcid,dhcp_csv_parser,eventId,dnsRegError,Logfile/Deployment,ipAddress,hostname,macAddress,qResult,region,relayAgentInformation,vnedorClassASCII
,Renew,,true,11,0,dhcp.log,10.225.2.101,C-J6XXRL1.tdsb.on.ca,B8AC6F7D7E63,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.244.50.68,C-C8RD0L1.tdsb.on.ca,0025648DF26B,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.202.36.85,C-HH0RZC1.tdsb.on.ca,0019B93CC6D8,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.209.50.110,C-28QH12S.tdsb.on.ca,002219FF8515,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.215.114.226,C-64XYS91.tdsb.on.ca,1372118668,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.226.18.31,C-1B90TK1.tdsb.on.ca,2564388129,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.232.2.1,C-2UA4330YJ0.tdsb.on.ca,C4346B5E8299,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.237.18.70,C-5MQXPN1.tdsb.on.ca,BC305BA29844,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.242.2.50,C-D5NM9B1.tdsb.on.ca,001372212A23,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.251.50.32,C-FW3G9C1.tdsb.on.ca,00188B2B6A71,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.207.98.203,C-7Z0KZV1.tdsb.on.ca,90B11C67FBFC,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.226.2.41,C-9YX9LC1.tdsb.on.ca,0019B90B76C8,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.237.2.76,C-CZNJ0F1.tdsb.on.ca,001AA0DB035B,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.63.42.37,C-7YYRCC1.tdsb.on.ca,00188B29867F,0,us-west-2,0x020C020A00000A3F28010A000000,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.80.186.21,C-BK8R0L1.tdsb.on.ca,0025643988FF,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.102.50.55,C-15DGP81.tdsb.on.ca,0014223021C9,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.201.98.98,C-2JM1291.tdsb.on.ca,00123F7BFEF8,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.222.2.52,C-9L6QDG1.tdsb.on.ca,001E4FE91170,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.225.2.138,C-2BLYPC1.tdsb.on.ca,0019B924AC60,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.234.82.34,C-C1ZZ191.tdsb.on.ca,00123F7C1FA0,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.240.98.37,C-4CK9QH1.tdsb.on.ca,00219B7C8517,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.243.146.214,C-7Z2SQH1.tdsb.on.ca,00219B7C63C2,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.207.98.203,C-7Z0KZV1.tdsb.on.ca,90B11C67FBFC,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.207.99.74,C-3CHNHC1.tdsb.on.ca,0019B91C0A6A,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.21.162.27,C-9HYJ15J.tdsb.on.ca,782BCB7FA18F,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.234.2.61,C-5CBH0F1.tdsb.on.ca,001AA0CE7173,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.241.130.8,C-2KY9MJ1.tdsb.on.ca,0022192C1A70,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.251.50.32,C-FW3G9C1.tdsb.on.ca,00188B2B6A71,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.103.45.0,C-7482SK1.tdsb.on.ca,0024E826C0AE,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.241.18.6,89PYDN1.tdsb.on.ca,B8AC6F3551DE,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.242.2.50,C-D5NM9B1.tdsb.on.ca,001372212A23,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.218.130.34,C-689FCF1.tdsb.on.ca,001E4F9ECDE3,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.218.2.233,C-D5MPDP1.tdsb.on.ca,782BCB80C6D6,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.235.66.23,C-D2R4RH1.tdsb.on.ca,00219B72BFF5,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.103.170.171,C-9PV36L1.tdsb.on.ca,0024E841F158,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.201.130.48,C-9NN45L1.tdsb.on.ca,0024E83E9516,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.225.2.138,C-2BLYPC1.tdsb.on.ca,0019B924AC60,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.227.50.69,C-D3DB1L1.tdsb.on.ca,0024E83EB49D,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.235.66.23,C-D2R4RH1.tdsb.on.ca,00219B72BFF5,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.235.66.23,C-D2R4RH1.tdsb.on.ca,00219B72BFF5,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.243.153.7,C-4JDWFN1.tdsb.on.ca,B8AC6F3B58A8,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.80.186.21,C-BK8R0L1.tdsb.on.ca,0025643988FF,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.199.50.37,C-8SKSK71.tdsb.on.ca,00123F31C200,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.204.50.33,C-3YMDCF1.tdsb.on.ca,001E4F9FE3FF,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.21.2.29,C-10Z6GH1.tdsb.on.ca,00219B518811,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.225.2.208,C-74P8WR1.tdsb.on.ca,180373CEE3BD,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.227.82.38,C-7M3TDQ1.tdsb.on.ca,BC305BD4B62F,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.237.2.83,C-1XRB0F1.tdsb.on.ca,001AA0D0A7FB,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.238.34.168,C-3GK6X81.tdsb.on.ca,00142239CDCC,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.240.2.87,C-DK1JCF1.tdsb.on.ca,001E4F9EC0A3,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.241.130.8,C-2KY9MJ1.tdsb.on.ca,0022192C1A70,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.244.130.74,2SLKJF1.tdsb.on.ca,00219B58138E,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.61.66.34,S-72JTTH1.tdsb.on.ca,00219B884E68,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.216.34.14,C-762KRB1.tdsb.on.ca,001372A5BFCB,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.222.2.52,C-9L6QDG1.tdsb.on.ca,001E4FE91170,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.226.50.46,C-BYR8KF1.tdsb.on.ca,001E4F4AE93B,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.226.50.46,C-BYR8KF1.tdsb.on.ca,001E4F4AE93B,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.61.66.34,S-72JTTH1.tdsb.on.ca,00219B884E68,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.61.66.34,S-72JTTH1.tdsb.on.ca,00219B884E68,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.69.42.35,C-GL97JF1.tdsb.on.ca,001AA088251A,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.103.218.25,N-C1MJX37BDTY4.tdsb.on.ca,A8206651F12A,0,us-west-2,,
,Renew,,true,11,0,dhcp.log,10.192.114.46,C-1HRFCF1.tdsb.on.ca,001E4FA05907,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.193.82.29,C-6H4JS91.tdsb.on.ca,001372720B7F,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.194.2.82,C-G9ZZMG1.tdsb.on.ca,001E4FE6D61C,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.21.2.29,C-10Z6GH1.tdsb.on.ca,00219B518811,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.21.2.29,C-10Z6GH1.tdsb.on.ca,00219B518811,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.21.2.29,C-10Z6GH1.tdsb.on.ca,00219B518811,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.215.2.42,C-76F54G1.tdsb.on.ca,001E4FC86407,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.234.2.61,C-5CBH0F1.tdsb.on.ca,001AA0CE7173,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.237.2.83,C-1XRB0F1.tdsb.on.ca,001AA0D0A7FB,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.237.2.83,C-1XRB0F1.tdsb.on.ca,001AA0D0A7FB,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.244.2.82,C-3D3FCF1.tdsb.on.ca,001E4FA02823,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.244.2.82,C-3D3FCF1.tdsb.on.ca,001E4FA02823,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.192.66.49,C-FQWTS91.tdsb.on.ca,00137214E6DC,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.209.50.192,C-6H00CB1.tdsb.on.ca,001372223B5C,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.220.2.234,C-BQF61R1.tdsb.on.ca,180373B91140,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.226.50.46,C-BYR8KF1.tdsb.on.ca,001E4F4AE93B,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.3.66.20,C-3Y98JL1.tdsb.on.ca,0024E84755C8,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.201.130.48,C-9NN45L1.tdsb.on.ca,0024E83E9516,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.204.50.33,C-3YMDCF1.tdsb.on.ca,001E4F9FE3FF,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.205.34.42,C-CHH0GN1.tdsb.on.ca,B8AC6F4073A4,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.218.89.52,C-2UA4391NVY.tdsb.on.ca,C4346B57C4EA,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.225.2.208,C-74P8WR1.tdsb.on.ca,180373CEE3BD,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.229.18.9,C-JDT4CP1.tdsb.on.ca,B8AC6F90BF16,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.231.34.229,C-DY13ZQ1.tdsb.on.ca,782BCBA5CEE9,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.80.202.19,C-5788DG1.tdsb.on.ca,001E4FDD12F5,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.81.138.28,589R3D1.tdsb.on.ca,0019B944D660,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.192.114.46,C-1HRFCF1.tdsb.on.ca,001E4FA05907,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.192.114.46,C-1HRFCF1.tdsb.on.ca,001E4FA05907,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.227.82.38,C-7M3TDQ1.tdsb.on.ca,BC305BD4B62F,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.240.98.32,C-FLG98V1.tdsb.on.ca,1803733BAC1C,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,192.168.151.50,KM6A96D5.tdsb.on.ca,00C0EE6A96D5,0,us-west-2,,
,Renew,,true,11,0,dhcp.log,10.100.114.48,C-3HX2T91.tdsb.on.ca,0013720FC031,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.192.66.49,C-FQWTS91.tdsb.on.ca,00137214E6DC,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.235.66.23,C-D2R4RH1.tdsb.on.ca,00219B72BFF5,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.240.98.37,C-4CK9QH1.tdsb.on.ca,00219B7C8517,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.249.66.25,C-689HJF1.tdsb.on.ca,001E4FA3B0D2,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.102.138.29,C-607XQB1.tdsb.on.ca,001372A57AAE,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.196.82.22,C-HXVLCP1.tdsb.on.ca,BC305B9B1071,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.215.2.64,C-C99GLH1.tdsb.on.ca,00219B64613E,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.220.2.210,C-B6X7CK1.tdsb.on.ca,0023AEA1947C,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.226.2.65,C-BYX9LC1.tdsb.on.ca,0019B90948CC,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.230.2.7,C-JG3B0F1.tdsb.on.ca,001AA0D086AC,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.63.114.57,C-72CCMJ1.tdsb.on.ca,0022192C4AB0,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.192.114.46,C-1HRFCF1.tdsb.on.ca,001E4FA05907,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.230.2.7,C-JG3B0F1.tdsb.on.ca,001AA0D086AC,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.231.34.229,C-DY13ZQ1.tdsb.on.ca,782BCBA5CEE9,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.237.2.83,C-1XRB0F1.tdsb.on.ca,001AA0D0A7FB,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.240.98.32,C-FLG98V1.tdsb.on.ca,1803733BAC1C,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.242.66.1,C-F8XLZL1.tdsb.on.ca,A4BADBE5DD24,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.244.66.79,CL-CNU93281F5.tdsb.on.ca,0025B378CF67,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.64.213.20,CO1-5CG2320FQ9.tdsb.on.ca,78E3B57719DB,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.0.42.140,C-97QSGQ1.tdsb.on.ca,782BCB92B523,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.0.42.140,C-97QSGQ1.tdsb.on.ca,782BCB92B523,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.204.50.33,C-3YMDCF1.tdsb.on.ca,001E4F9FE3FF,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.21.2.29,C-10Z6GH1.tdsb.on.ca,00219B518811,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.235.130.19,C-2UA4340QSK.tdsb.on.ca,C4346B5E839B,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.241.82.26,C-H3GSJM1.tdsb.on.ca,B8AC6FA035A1,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.251.82.7,C-1XH3YF1.tdsb.on.ca,001C232E12E3,0,us-west-2,,MSFT 5.0
,Renew,,true,11,0,dhcp.log,10.61.66.34,S-72JTTH1.tdsb.on.ca,00219B884E68,0,us-west-2,,MSFT 5.0
