account-id,action,bytes,dstaddr,dstport,interface-id,log-status,packets,parser,region,protocol,serverHost,severity,srcaddr,srcport,start
630972250024,ACCEPT,187,3.101.114.86,443,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,172.31.17.202,47298,1679287259
630972250024,ACCEPT,7128,172.31.17.202,34136,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.67,443,1679287259
630972250024,ACCEPT,5641,176.32.119.67,443,eni-0fa16b066250eede1,OK,23,AWS,us-west-2,6,AWS,3,172.31.17.202,34136,1679287259
630972250024,ACCEPT,187,172.31.17.202,36704,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,3.101.114.110,443,1679287259
630972250024,ACCEPT,187,3.101.114.110,443,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,172.31.17.202,36704,1679287259
630972250024,REJECT,40,172.31.17.202,49258,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,91.240.118.225,46728,1679287259
630972250024,ACCEPT,7128,172.31.17.202,45502,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.67,443,1679287259
630972250024,ACCEPT,5601,176.32.119.67,443,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,172.31.17.202,45502,1679287259
630972250024,ACCEPT,7350,172.31.17.202,50776,eni-0fa16b066250eede1,OK,21,AWS,us-west-2,6,AWS,3,3.101.114.86,443,1679287259
630972250024,ACCEPT,6768,3.101.114.86,443,eni-0fa16b066250eede1,OK,20,AWS,us-west-2,6,AWS,3,172.31.17.202,50776,1679287259
630972250024,ACCEPT,120,172.31.17.202,52448,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,176.32.116.92,443,1679287259
630972250024,ACCEPT,120,176.32.116.92,443,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,172.31.17.202,52448,1679287259
630972250024,REJECT,40,172.31.17.202,23,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,123.185.222.228,28101,1679287259
630972250024,ACCEPT,191,172.31.17.202,36564,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,176.32.118.30,443,1679287259
630972250024,ACCEPT,191,176.32.118.30,443,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,172.31.17.202,36564,1679287259
630972250024,ACCEPT,6871,172.31.17.202,34150,eni-0fa16b066250eede1,OK,18,AWS,us-west-2,6,AWS,3,3.101.114.110,443,1679287259
630972250024,ACCEPT,4070,3.101.114.110,443,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,172.31.17.202,34150,1679287259
630972250024,ACCEPT,191,172.31.17.202,36576,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,176.32.118.30,443,1679287286
630972250024,ACCEPT,191,176.32.118.30,443,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,172.31.17.202,36576,1679287286
630972250024,ACCEPT,111,172.31.17.202,52498,eni-0fa16b066250eede1,OK,2,AWS,us-west-2,6,AWS,3,52.119.177.33,443,1679287286
630972250024,ACCEPT,151,52.119.177.33,443,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,172.31.17.202,52498,1679287286
630972250024,REJECT,40,172.31.17.202,5601,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,62.204.41.80,51835,1679287286
630972250024,ACCEPT,187,172.31.17.202,43446,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,3.101.114.84,443,1679287286
630972250024,ACCEPT,187,3.101.114.84,443,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,172.31.17.202,43446,1679287286
630972250024,ACCEPT,7339,172.31.17.202,47470,eni-0fa16b066250eede1,OK,21,AWS,us-west-2,6,AWS,3,3.101.114.84,443,1679287286
630972250024,ACCEPT,8190,3.101.114.84,443,eni-0fa16b066250eede1,OK,20,AWS,us-west-2,6,AWS,3,172.31.17.202,47470,1679287286
630972250024,ACCEPT,3268,172.31.17.202,36076,eni-0fa16b066250eede1,OK,16,AWS,us-west-2,6,AWS,3,23.22.97.67,443,1679287286
630972250024,ACCEPT,18373,23.22.97.67,443,eni-0fa16b066250eede1,OK,30,AWS,us-west-2,6,AWS,3,172.31.17.202,36076,1679287286
630972250024,ACCEPT,7128,172.31.17.202,33080,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.67,443,1679287286
630972250024,ACCEPT,5641,176.32.119.67,443,eni-0fa16b066250eede1,OK,23,AWS,us-west-2,6,AWS,3,172.31.17.202,33080,1679287286
630972250024,REJECT,44,172.31.17.202,5916,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,198.235.24.5,51270,1679287286
630972250024,ACCEPT,4056,172.31.17.202,53114,eni-0fa16b066250eede1,OK,33,AWS,us-west-2,6,AWS,3,34.196.1.223,443,1679287286
630972250024,ACCEPT,21662,34.196.1.223,443,eni-0fa16b066250eede1,OK,43,AWS,us-west-2,6,AWS,3,172.31.17.202,53114,1679287286
630972250024,REJECT,40,172.31.17.202,8080,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,91.212.121.39,34399,1679287286
630972250024,REJECT,40,172.31.13.57,8722,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,89.248.163.76,43307,1679287287
630972250024,REJECT,40,172.31.13.57,5301,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,78.128.113.250,51418,1679287287
630972250024,ACCEPT,3832,172.31.13.57,55076,eni-0819faf335befcbec,OK,16,AWS,us-west-2,6,AWS,3,3.210.32.29,443,1679287287
630972250024,ACCEPT,18164,3.210.32.29,443,eni-0819faf335befcbec,OK,28,AWS,us-west-2,6,AWS,3,172.31.13.57,55076,1679287287
630972250024,REJECT,40,172.31.13.57,29571,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,89.248.165.184,41119,1679287287
630972250024,REJECT,44,172.31.13.57,8088,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.181,16639,1679287287
630972250024,REJECT,44,172.31.13.57,37777,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,183.136.225.42,8088,1679287287
630972250024,REJECT,119,172.31.13.57,1900,eni-0819faf335befcbec,OK,1,AWS,us-west-2,17,AWS,3,134.209.236.238,1434,1679287287
630972250024,REJECT,44,172.31.13.57,34126,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,167.94.146.28,38798,1679287287
630972250024,REJECT,40,172.31.13.57,15621,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,89.248.165.197,44357,1679287287
630972250024,ACCEPT,9263,172.31.17.202,43894,eni-0fa16b066250eede1,OK,34,AWS,us-west-2,6,AWS,3,3.101.114.110,443,1679287318
630972250024,ACCEPT,19337,3.101.114.110,443,eni-0fa16b066250eede1,OK,36,AWS,us-west-2,6,AWS,3,172.31.17.202,43894,1679287318
630972250024,ACCEPT,7128,172.31.17.202,42162,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.56,443,1679287318
630972250024,ACCEPT,5601,176.32.119.56,443,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,172.31.17.202,42162,1679287318
630972250024,ACCEPT,80,172.31.17.202,443,eni-0fa16b066250eede1,OK,2,AWS,us-west-2,6,AWS,3,45.32.115.84,52008,1679287318
630972250024,ACCEPT,40,45.32.115.84,52008,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,172.31.17.202,443,1679287318
630972250024,REJECT,40,172.31.17.202,2449,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,62.233.50.217,51868,1679287318
630972250024,REJECT,40,172.31.17.202,5986,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,198.199.97.139,47103,1679287318
630972250024,REJECT,40,172.31.17.202,37090,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,89.248.165.187,41171,1679287318
630972250024,REJECT,40,172.31.17.202,8332,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,45.143.200.106,47681,1679287318
630972250024,ACCEPT,76,172.31.17.202,49624,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,17,AWS,3,66.220.10.2,123,1679287318
630972250024,ACCEPT,76,66.220.10.2,123,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,17,AWS,3,172.31.17.202,49624,1679287318
630972250024,ACCEPT,6930,172.31.17.202,51298,eni-0fa16b066250eede1,OK,21,AWS,us-west-2,6,AWS,3,176.32.119.179,443,1679287318
630972250024,ACCEPT,24070,176.32.119.179,443,eni-0fa16b066250eede1,OK,30,AWS,us-west-2,6,AWS,3,172.31.17.202,51298,1679287318
630972250024,ACCEPT,160,172.31.17.202,52448,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,176.32.116.92,443,1679287318
630972250024,ACCEPT,160,176.32.116.92,443,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,172.31.17.202,52448,1679287318
630972250024,ACCEPT,6669,172.31.17.202,49600,eni-0fa16b066250eede1,OK,19,AWS,us-west-2,6,AWS,3,52.119.180.144,443,1679287318
630972250024,ACCEPT,3344,52.119.180.144,443,eni-0fa16b066250eede1,OK,15,AWS,us-west-2,6,AWS,3,172.31.17.202,49600,1679287318
630972250024,ACCEPT,7128,172.31.17.202,50112,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.56,443,1679287318
630972250024,ACCEPT,5601,176.32.119.56,443,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,172.31.17.202,50112,1679287318
630972250024,ACCEPT,7391,172.31.17.202,37840,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,3.101.114.86,443,1679287351
630972250024,ACCEPT,8265,3.101.114.86,443,eni-0fa16b066250eede1,OK,21,AWS,us-west-2,6,AWS,3,172.31.17.202,37840,1679287351
630972250024,ACCEPT,6871,172.31.17.202,38870,eni-0fa16b066250eede1,OK,18,AWS,us-west-2,6,AWS,3,3.101.114.110,443,1679287351
630972250024,ACCEPT,4078,3.101.114.110,443,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,172.31.17.202,38870,1679287351
630972250024,REJECT,40,172.31.17.202,9294,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,89.248.163.74,43314,1679287351
630972250024,ACCEPT,3268,172.31.17.202,36076,eni-0fa16b066250eede1,OK,16,AWS,us-west-2,6,AWS,3,23.22.97.67,443,1679287351
630972250024,ACCEPT,18258,23.22.97.67,443,eni-0fa16b066250eede1,OK,30,AWS,us-west-2,6,AWS,3,172.31.17.202,36076,1679287351
630972250024,ACCEPT,7128,172.31.17.202,39680,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.56,443,1679287351
630972250024,ACCEPT,5601,176.32.119.56,443,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,172.31.17.202,39680,1679287351
630972250024,REJECT,44,172.31.17.202,444,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,198.235.24.19,49663,1679287351
630972250024,ACCEPT,4056,172.31.17.202,53114,eni-0fa16b066250eede1,OK,33,AWS,us-west-2,6,AWS,3,34.196.1.223,443,1679287351
630972250024,ACCEPT,20565,34.196.1.223,443,eni-0fa16b066250eede1,OK,42,AWS,us-west-2,6,AWS,3,172.31.17.202,53114,1679287351
630972250024,ACCEPT,76,172.31.17.202,32887,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,17,AWS,3,138.197.15.27,123,1679287351
630972250024,ACCEPT,76,138.197.15.27,123,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,17,AWS,3,172.31.17.202,32887,1679287351
630972250024,REJECT,44,172.31.13.57,12306,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.178,63254,1679287347
630972250024,ACCEPT,3832,172.31.13.57,55076,eni-0819faf335befcbec,OK,16,AWS,us-west-2,6,AWS,3,3.210.32.29,443,1679287347
630972250024,ACCEPT,18181,3.210.32.29,443,eni-0819faf335befcbec,OK,28,AWS,us-west-2,6,AWS,3,172.31.13.57,55076,1679287347
630972250024,REJECT,40,172.31.13.57,7662,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,212.70.149.38,50413,1679287347
630972250024,REJECT,40,172.31.13.57,56848,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,156.234.127.42,80,1679287347
630972250024,REJECT,44,172.31.13.57,9236,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.188,16292,1679287347
630972250024,REJECT,40,172.31.13.57,5986,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,192.241.234.8,41785,1679287347
630972250024,REJECT,44,172.31.13.57,12365,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.176,21652,1679287347
630972250024,ACCEPT,7128,172.31.17.202,60498,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.56,443,1679287375
630972250024,ACCEPT,5601,176.32.119.56,443,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,172.31.17.202,60498,1679287375
630972250024,REJECT,44,172.31.17.202,49152,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.190,64279,1679287375
630972250024,ACCEPT,7152,172.31.17.202,34606,eni-0fa16b066250eede1,OK,18,AWS,us-west-2,6,AWS,3,3.101.114.86,443,1679287375
630972250024,ACCEPT,6543,3.101.114.86,443,eni-0fa16b066250eede1,OK,18,AWS,us-west-2,6,AWS,3,172.31.17.202,34606,1679287375
630972250024,REJECT,44,172.31.17.202,12548,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.186,29280,1679287375
630972250024,ACCEPT,6970,172.31.17.202,57368,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.193,443,1679287375
630972250024,ACCEPT,23873,176.32.119.193,443,eni-0fa16b066250eede1,OK,30,AWS,us-west-2,6,AWS,3,172.31.17.202,57368,1679287375
630972250024,ACCEPT,6871,172.31.17.202,60558,eni-0fa16b066250eede1,OK,18,AWS,us-west-2,6,AWS,3,3.101.114.110,443,1679287375
630972250024,ACCEPT,5236,3.101.114.110,443,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,172.31.17.202,60558,1679287375
630972250024,ACCEPT,6800,172.31.17.202,50556,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,176.32.118.30,443,1679287375
630972250024,ACCEPT,3112,176.32.118.30,443,eni-0fa16b066250eede1,OK,13,AWS,us-west-2,6,AWS,3,172.31.17.202,50556,1679287375
630972250024,ACCEPT,8275,172.31.17.202,36768,eni-0fa16b066250eede1,OK,27,AWS,us-west-2,6,AWS,3,3.101.114.84,443,1679287375
630972250024,ACCEPT,13780,3.101.114.84,443,eni-0fa16b066250eede1,OK,28,AWS,us-west-2,6,AWS,3,172.31.17.202,36768,1679287375
630972250024,ACCEPT,160,172.31.17.202,52448,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,176.32.116.92,443,1679287375
630972250024,ACCEPT,160,176.32.116.92,443,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,172.31.17.202,52448,1679287375
630972250024,ACCEPT,7208,172.31.17.202,59458,eni-0fa16b066250eede1,OK,24,AWS,us-west-2,6,AWS,3,176.32.119.56,443,1679287375
630972250024,ACCEPT,5601,176.32.119.56,443,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,172.31.17.202,59458,1679287375
630972250024,ACCEPT,6800,172.31.17.202,50554,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,176.32.118.30,443,1679287415
630972250024,ACCEPT,3152,176.32.118.30,443,eni-0fa16b066250eede1,OK,14,AWS,us-west-2,6,AWS,3,172.31.17.202,50554,1679287415
630972250024,REJECT,44,172.31.17.202,8000,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.176,37000,1679287415
630972250024,REJECT,40,172.31.17.202,13909,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,89.248.163.74,43314,1679287415
630972250024,REJECT,44,172.31.17.202,12172,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.184,59390,1679287415
630972250024,REJECT,44,172.31.17.202,8405,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.186,63957,1679287415
630972250024,REJECT,44,172.31.17.202,4433,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.135,35130,1679287415
630972250024,ACCEPT,3268,172.31.17.202,36076,eni-0fa16b066250eede1,OK,16,AWS,us-west-2,6,AWS,3,23.22.97.67,443,1679287415
630972250024,ACCEPT,18124,23.22.97.67,443,eni-0fa16b066250eede1,OK,30,AWS,us-west-2,6,AWS,3,172.31.17.202,36076,1679287415
630972250024,ACCEPT,6819,172.31.17.202,35886,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,3.101.114.84,443,1679287415
630972250024,ACCEPT,4163,3.101.114.84,443,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,172.31.17.202,35886,1679287415
630972250024,ACCEPT,7208,172.31.17.202,56862,eni-0fa16b066250eede1,OK,24,AWS,us-west-2,6,AWS,3,176.32.119.56,443,1679287415
630972250024,ACCEPT,5601,176.32.119.56,443,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,172.31.17.202,56862,1679287415
630972250024,ACCEPT,6819,172.31.17.202,51834,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,3.101.114.86,443,1679287415
630972250024,ACCEPT,4171,3.101.114.86,443,eni-0fa16b066250eede1,OK,16,AWS,us-west-2,6,AWS,3,172.31.17.202,51834,1679287415
630972250024,REJECT,40,172.31.17.202,9681,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,89.248.163.74,43314,1679287415
630972250024,ACCEPT,4160,172.31.17.202,53114,eni-0fa16b066250eede1,OK,35,AWS,us-west-2,6,AWS,3,34.196.1.223,443,1679287415
630972250024,ACCEPT,17176,34.196.1.223,443,eni-0fa16b066250eede1,OK,41,AWS,us-west-2,6,AWS,3,172.31.17.202,53114,1679287415
630972250024,REJECT,40,172.31.13.57,80,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,217.160.185.204,59647,1679287407
630972250024,REJECT,40,172.31.13.57,81,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,85.217.145.45,56276,1679287407
630972250024,REJECT,40,172.31.13.57,23,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,42.242.164.215,32502,1679287407
630972250024,ACCEPT,3832,172.31.13.57,55076,eni-0819faf335befcbec,OK,16,AWS,us-west-2,6,AWS,3,3.210.32.29,443,1679287407
630972250024,ACCEPT,18610,3.210.32.29,443,eni-0819faf335befcbec,OK,28,AWS,us-west-2,6,AWS,3,172.31.13.57,55076,1679287407
630972250024,REJECT,52,172.31.13.57,9398,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,170.106.115.253,36160,1679287407
630972250024,REJECT,40,172.31.13.57,12009,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,89.248.163.55,43330,1679287407
630972250024,REJECT,52,172.31.13.57,520,eni-0819faf335befcbec,OK,1,AWS,us-west-2,17,AWS,3,146.88.240.4,38624,1679287407
630972250024,REJECT,40,172.31.13.57,445,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,94.20.48.26,44331,1679287407
630972250024,REJECT,44,172.31.13.57,4080,eni-0819faf335befcbec,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.185,56289,1679287407
account-id,action,bytes,dstaddr,dstport,interface-id,log-status,packets,AWS,us-west-2,protocol,AWS,3,srcaddr,srcport,start
630972250024,ACCEPT,187,172.31.17.202,34606,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,3.101.114.86,443,1679287438
630972250024,ACCEPT,187,3.101.114.86,443,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,172.31.17.202,34606,1679287438
630972250024,REJECT,54,172.31.17.202,6881,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,17,AWS,3,49.7.204.97,63779,1679287438
630972250024,ACCEPT,7208,172.31.17.202,46156,eni-0fa16b066250eede1,OK,24,AWS,us-west-2,6,AWS,3,176.32.119.56,443,1679287438
630972250024,ACCEPT,5641,176.32.119.56,443,eni-0fa16b066250eede1,OK,23,AWS,us-west-2,6,AWS,3,172.31.17.202,46156,1679287438
630972250024,REJECT,44,172.31.17.202,60023,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,45.229.52.199,54566,1679287438
630972250024,REJECT,40,172.31.17.202,9529,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,89.248.163.74,43314,1679287438
630972250024,REJECT,44,172.31.17.202,16010,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.181,33932,1679287438
630972250024,REJECT,44,172.31.17.202,9055,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,162.142.125.176,57918,1679287438
630972250024,ACCEPT,6819,172.31.17.202,45546,eni-0fa16b066250eede1,OK,17,AWS,us-west-2,6,AWS,3,3.101.114.110,443,1679287438
630972250024,ACCEPT,3659,3.101.114.110,443,eni-0fa16b066250eede1,OK,16,AWS,us-west-2,6,AWS,3,172.31.17.202,45546,1679287438
630972250024,ACCEPT,7287,172.31.17.202,54686,eni-0fa16b066250eede1,OK,20,AWS,us-west-2,6,AWS,3,3.101.114.86,443,1679287438
630972250024,ACCEPT,8451,3.101.114.86,443,eni-0fa16b066250eede1,OK,20,AWS,us-west-2,6,AWS,3,172.31.17.202,54686,1679287438
630972250024,REJECT,32,172.31.17.202,0,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,1,AWS,3,128.9.63.139,0,1679287438
630972250024,ACCEPT,151,172.31.17.202,50556,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,176.32.118.30,443,1679287438
630972250024,ACCEPT,191,176.32.118.30,443,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,172.31.17.202,50556,1679287438
630972250024,ACCEPT,6268,172.31.17.202,50368,eni-0fa16b066250eede1,OK,13,AWS,us-west-2,6,AWS,3,3.101.114.86,443,1679287438
630972250024,ACCEPT,3996,3.101.114.86,443,eni-0fa16b066250eede1,OK,13,AWS,us-west-2,6,AWS,3,172.31.17.202,50368,1679287438
630972250024,REJECT,40,172.31.17.202,8000,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,192.241.194.16,46788,1679287438
630972250024,ACCEPT,579,172.31.17.202,45328,eni-0fa16b066250eede1,OK,5,AWS,us-west-2,6,AWS,3,52.10.218.71,80,1679287438
630972250024,ACCEPT,533,52.10.218.71,80,eni-0fa16b066250eede1,OK,6,AWS,us-west-2,6,AWS,3,172.31.17.202,45328,1679287438
630972250024,ACCEPT,200,172.31.17.202,52448,eni-0fa16b066250eede1,OK,5,AWS,us-west-2,6,AWS,3,176.32.116.92,443,1679287438
630972250024,ACCEPT,244,176.32.116.92,443,eni-0fa16b066250eede1,OK,5,AWS,us-west-2,6,AWS,3,172.31.17.202,52448,1679287438
630972250024,REJECT,40,172.31.17.202,33024,eni-0fa16b066250eede1,OK,1,AWS,us-west-2,6,AWS,3,92.63.197.157,47778,1679287438
630972250024,ACCEPT,6890,172.31.17.202,40240,eni-0fa16b066250eede1,OK,20,AWS,us-west-2,6,AWS,3,176.32.119.193,443,1679287438
630972250024,ACCEPT,24000,176.32.119.193,443,eni-0fa16b066250eede1,OK,31,AWS,us-west-2,6,AWS,3,172.31.17.202,40240,1679287438
630972250024,ACCEPT,7128,172.31.17.202,35582,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,176.32.119.56,443,1679287438
630972250024,ACCEPT,5601,176.32.119.56,443,eni-0fa16b066250eede1,OK,22,AWS,us-west-2,6,AWS,3,172.31.17.202,35582,1679287438
630972250024,ACCEPT,7287,172.31.17.202,46302,eni-0fa16b066250eede1,OK,20,AWS,us-west-2,6,AWS,3,3.101.114.84,443,1679287473
630972250024,ACCEPT,8280,3.101.114.84,443,eni-0fa16b066250eede1,OK,21,AWS,us-west-2,6,AWS,3,172.31.17.202,46302,1679287473
630972250024,ACCEPT,151,172.31.17.202,50554,eni-0fa16b066250eede1,OK,3,AWS,us-west-2,6,AWS,3,176.32.118.30,443,1679287473
630972250024,ACCEPT,191,176.32.118.30,443,eni-0fa16b066250eede1,OK,4,AWS,us-west-2,6,AWS,3,172.31.17.202,50554,1679287473
